word	count	input	prefixOutputs	riKarLeak
পরিবেশনা	95	poribeshona	প|পো|পর|পড়ি|পরিব|পরিবে|পরিবেশ|পরিবেশ|পরিবেশ|পরিবেশন|পরিবেশনা	false
পরিবারকে	95	poribaroke	প|পো|পর|পড়ি|পরিব|পরিবা|পরিবার|পরিবার|পরিবারক|পরিবারকে	false
পরিণতি	95	porinoti	প|পো|পর|পড়ি|পরিণয়|পরিণয়|পরিণত|পরিণতি	false
ঘুরিয়ে	95	ghuriye	গ|ঘ|ঘুড়|ঘর|ঘুড়ি|ঘুড়িয়|ঘুরিয়ে	false
কৃষ্ণদাস	95	krrishnodas	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণদাস|কৃষ্ণদাস|কৃষ্ণদাস	false
কৃপায়	95	krripay	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃপ|কৃপা|কৃপায়	false
নৃবিজ্ঞান	94	nrribigyan	ন|নর|নর|নৃ|ন্র্রিব|ন্র্রিবি|ন্র্রিবিগ|নৃবিজ্ঞান|নৃবিজ্ঞান|নৃবিজ্ঞান	false
ম্যারি	94	myari	ম|ম্য|ম্যা|ম্যার|ম্যারি	false
সরিষাবাড়ী	94	sorishabarii	সঃ|সো|সর|সরি|সরিস|সরিস|সরিষা|সরিশাব|সরিশাবা|সৃষ্টিকারী|সরিষাবাড়ি|সরিষাবাড়ী	true
হরিণের	94	horiner	হ|হো|হর|হরি|হরিণ|হরিনে|হরিণের	false
ফুরিয়ে	93	phuriye	প|ফ|ফু|ফুর|ফুরি|ফুরিয়|ফুরিয়ে	false
ব্যাপৃত	93	byaprrit	ব|ব্য|ব্যা|ব্যাপ|ব্যাপ্র|ব্যাপ্র্র|ব্যাপৃত|ব্যাপৃত	false
বুলগেরিয়া	92	bulogeriya	ব|বু|বুল|বুলা|বুলগ|বুলগেরীয়|বুলগেরীয়|বুলগেরি|বুলগেরীয়|বুলগেরিয়া	false
ফেরি	92	pheri	প|ফ|ফড়ে|ফের|ফেরি	false
অপরিসীম	92	oporisiim	ও|অপ|অপ|ওপর|ওপরি|ওপরিস|ওপরিসি|ওপরিসী|অপরিসীম	false
পুষ্করিণী	92	pushkorinii	প|পুড়|পুশ|পুশ|পুশ্ক|পুশ্ক|পুষ্কর|পুষ্করি|পুশ্করিন|পুষ্করিণী|পুষ্করিণী	false
ধরিবে	92	dhoribe	দ|ঢ|ধোয়|ধর|ধরি|ধরিব|ধরিবে	false
ত্রিপুরী	91	tripurii	ত|ত্রয়|ট্রি|ট্রিপ|ট্রিপু|ত্রিপুর|ত্রিপুরী|ত্রিপুরী	false
ব্রিটানিকা	91	britanika	ব|বড়র|ব্রি|বৃত্ত|ব্রিটা|ব্রিতান|ব্রিটানি|বৃকালিকা|ব্রিটানিকা	true
আলজেরিয়ার	91	alojeriyar	আ|আল|আলো|আলজ|আলয়ে|আলজেরীয়|আলজেরীয়|আলজেরীয়|আলজেরিয়া|আলজেরিয়ার	false
থিওরি	91	thiori	ত|ঠ|থি|থিও|থিওর|থিওরি	false
ইলেকট্রিক	91	ilekotrik	ঈ|ইল|ইলে|ইলেক|ইলেক|ইলেকত|ইলেকট্র|ইলেকত্রি|ইলেকট্রিক	false
চাকরির	91	chakorir	ছ|চ|চায়|চাক|চাকা|চা-কর|চাকরি|চাকরির	false
দৃশ্যের	91	drrishyer	দ|ড্র|ড্রর|দ্র্রি|দৃশ্য|দৃশ্য|দৃশ্য|দৃশ্যে|দৃশ্যের	false
বিকৃতি	91	bikrriti	ব|বি|বিক|বিক্র|বিক্র|বিক্র্রি|বিকৃত|বিকৃতি	false
মৃত্যুঞ্জয়	91	mrrityunjoy	ম|ময়র|মর|ম্র্রি|মৃত|মৃত্য|মৃত্যু|মৃত্যুজনিত|মৃত্যুঞ্জয়|মৃত্যুঞ্জয়|মৃত্যুঞ্জয়	false
নিভৃতে	91	nibhrrite	ন|নি|নিব|নিভ|নিবহ্র|নিভ্র|নিভ্র্রি|নিভৃত|নিভৃতে	false
রিক্ত	91	rikt	র|রি|রিক|রিক্ত	false
মারিল	91	maril	ম|মা|মার|মারি|মারিল	false
যকৃৎ	90	zokrrit	য|জো|যক|জক্র|জক্র্র|যকৃত|যকৃত	false
পরিসীমা	90	porisiima	প|পো|পর|পড়ি|পরিস|পরিসি|পরিসী|পরিসীম|পরিসীমা	false
নিকৃষ্ট	90	nikrrisht	ন|নি|নিক|নিকর|নিকয়্র|নিকৃষ্ট|নিকৃষ্ট|নিকৃষ্ট|নিকৃষ্ট	false
সক্রিয়ভাবে	89	sokriyobhabe	সঃ|সো|শোক|শক্র|সক্রি|সক্রিয়|সক্রিয়ও|সক্রিয়ব|সক্রিয়ভ|সক্রিয়ভা|সক্রিয়ভাব|সক্রিয়ভাবে	false
হৃৎপিণ্ড	89	hrritopind	হ|এচার|হরর|হ্র্রি|হৃত|হৃত|হ্র্রিতপ|হ্র্রিতপি|হ্র্রিতপিন|হৃৎপিণ্ড	false
পুরিয়া	89	puriya	প|পুড়|পুর|পুরি|পুড়িয়|পুরিয়া	false
পারিতাম	89	paritam	প|পা|পর|পারি|পারিত|পারিতা|পারিতাম	false
এরিয়া	88	eriya	এ|এর|এরি|এরিয়|এরিয়া	false
প্রতিক্রিয়ায়	88	protikriyay	প|প্র|প্রো|প্রতয়|প্রতি|প্রতীক|প্রতীকর|প্রতিক্রি|প্রতিকৃত|প্রতিক্রিয়া|প্রতিক্রিয়ায়	true
সেঞ্চুরি	87	sencuri	সঃ|সে|সেন|সেন্ছ|সেন্ছু|সেঞ্চুরি|সেঞ্চুরি	false
বাইনারি	87	bainari	ব|বা|বাড়ি|বাইন|বাইনা|বাইন্যার|বাইনারি	false
নেতৃস্থানীয়	87	netrristhaniiy	ন|নে|নেট|নেত্র|নেট্র|নেত্র্রি|নেত্র্রিস|নেত্র্রিস্ত|নেত্র্রিস্থ|নেতৃস্থানীয়|নেতৃস্থানীয়|নেতৃস্থানীয়|নেতৃস্থানীয়|নেতৃস্থানীয়	false
পরিষেবার	87	porishebar	প|পো|পর|পড়ি|পরিস|পরিস|পরিশে|পৃষ্ঠতলে|পরিষেবা|পরিষেবার	true
ট্রিনিটি	87	triniti	ত|ত্রয়|ট্রি|তৃণ|তৃণি|ত্রিনিত|ট্রিনিটি	true
নৃ	87	nrri	ন|নর|নর|নৃ	false
নীহারিকা	87	niiharika	ন|নি|নিই|নীহ|নীহা|নিহার|নিহারি|নীহারিক|নীহারিকা	false
কৃষ্ণনগরের	87	krrishnonogorer	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগরে|কৃষ্ণনগরের	false
গৃহস্থ	87	grrihosth	গ|গড়র|গর|গ্র্রি|গৃহ|গৃহ|গৃহস্হ|গ্র্রিহস্ত|গৃহস্থ	false
পারিজাত	87	parijat	প|পা|পর|পারি|পারিজ|পারিজা|পারিজাত	false
ফিরিল	87	phiril	প|ফ|ফি|ফির|ফিরি|ফিরিল	false
চকরিয়া	86	chokoriya	ছ|চ|চো|চোখ|চকো|চকোর|চকোরী|চকরিয়|চকরিয়া	false
তৃণমূল	86	trrinomuul	ত|ত্রয়|ট্রয়র|ত্র্রি|তৃণ|তৃণ|তৃণমূল|তৃণমূল|তৃণমূল|তৃণমূল	false
কৃতিত্বের	86	krrititber	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃত|কৃতি|ক্র্রিতিত|কৃতিত্ব|কৃতিত্বে|কৃতিত্বের	false
মজুরি	86	mojuri	ম|মো|মৌজ|মজু|মজুর|মজুরি	false
কারিগর	86	karigor	ক|কা|কার|কারী|কারিগ|কারিগ|কারিগর	false
মৃন্ময়ী	86	mrrinmoyii	ম|ময়র|মর|ম্র্রি|ম্র্রিন|মৃন্ময়|মৃন্ময়|মৃন্ময়|মৃন্ময়ী|মৃন্ময়ী	false
পূরিত	86	puurit	প|পুড়|পূগ|পূর|পূরী|পূরিত	false
খ্রিষ্টীয়	85	khrishtiiy	ক|খ|খর|খ্রি|খ্রিস|খ্রীষ্ট|খ্রিষ্ট|খ্রিষ্টি|খ্রিষ্টী|খ্রিষ্টীয়	false
নামকরণকৃত	85	namokoronokrrit	ন|না|নাম|নামা|নামক|নামকো|নামকর|নামকরা|নামকরণ|নামকরণ|নামকরনক|নামকরণকরা|নামকরণকরা|নামকরণকৃত|নামকরণকৃত	false
পরিবহণ	85	poribohon	প|পো|পর|পড়ি|পরিব|পরিব|পরিবহ|পরিবহ|পরিবহন	false
পরিচয়ের	85	porichoyer	প|পো|পর|পড়ি|পড়িছ|পরিচয়|পরিচয়|পরিচয়|পরিচয়ে|পরিচয়ের	false
মরিয়ম	85	moriyom	ম|মো|মোড়|মরি|মোরিয়|মরিয়ো|মরিয়ম	false
জীবনচরিত	85	jiibonochorit	জ|জি|জী|জীব|জীব|জীবন|জীবন|জীবনছ|জীবন|জীবনচলা|জীবনচরিত|জীবনচরিত|জীবনচরিত	false
নিবৃত্তি	85	nibrritti	ন|নি|নিব|নিবর|নিব্র|নিবৃত|নিবৃত|নিবৃত্ত|নিবৃত্তি	false
এতাদৃশ	85	etadrrish	এ|এত|এটা|এতাদ|এতাদ্র|এতাদৃশ|এতাদৃশ|এতাদৃশ|এতাদৃশ	false
ধরিবার	85	dhoribar	দ|ঢ|ধোয়|ধর|ধরি|ধরিব|ধরিবা|ধরিবার	false
কৃষিকাজ	84	krrishikaj	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষি|কৃষিকে|কৃষিকা|কৃষিকাজ	false
তান্ত্রিক	84	tantrik	ত|তা|টান|তাঁত|টানত্র|তান্ত্রি|তান্ত্রিক	false
ক্ষত্রিয়ের	84	kkhotriyer	ক|কড়ক|ক্ষ|ক্ষ|ক্ষত|ক্ষত্র|ক্ষত্রী|ক্ষত্রিয়|ক্ষত্রিয়ে|ক্ষত্রিয়ের	false
করিতেই	84	koritei	ক|কো|কর|করি|করিত|করিতে|করিতেই	false
ধরিলেন	84	dhorilen	দ|ঢ|ধোয়|ধর|ধরি|ধরিল|ধরিলে|ধরিলেন	false
মৃৎশিল্প	83	mrritoshilp	ম|ময়র|মর|ম্র্রি|মৃত|মৃত|মৃত|মৃত|মৃতশিশু|মৃতশিশু|মৃৎশিল্প	false
খ্রিস্টানদের	83	khristanoder	ক|খ|খর|খ্রি|খ্রিস|খ্রিষ্ট|খ্রিষ্টা|খ্রিস্টান|খ্রিস্টান|খ্রিস্তানদ|খ্রিস্টানদের|খ্রিস্টানদের	false
ব্যাকটেরিয়ার	83	byakoteriyar	ব|ব্য|ব্যা|ব্যাক|ব্যাক|ব্যাংককোত|ব্যাকতে|ব্যাকতের|ব্যাংককে|ব্যাকতেরিয়|ব্যাকটেরিয়া|ব্যাকটেরিয়ার	false
ব্রিগেডিয়ার	83	brigediyar	ব|বড়র|ব্রি|ব্রিগ|ব্রিগে|ব্রিগেড|ব্রিগেডি|ব্রিগেদিয়|ব্রিগেদিয়া|ব্রিগেডিয়ার	false
ডিস্ট্রিবিউশন	83	distribiushon	দ|দি|দিস|দিস্ত|দিস্ত্র|দিস্তার|দিস্তার|দিস্ত্রিবি|দিস্ত্রিবিউ|দিস্ত্রিবিউস|দিস্ত্রিবিউশ|দিস্ত্রিবিউশ|ডিস্ট্রিবিউশন	false
ব্যাটারি	83	byatari	ব|ব্য|ব্যা|ব্যাট|ব্যাটা|ব্যাটার|ব্যাটারি	false
অপরিবর্তিত	83	oporibortit	ও|অপ|অপ|ওপর|ওপরি|ওপরিব|ওপরিব|ওপরিবর|অপকীর্তি|অপরিবর্তী|অপরিবর্তিত	false
নৃশংস	83	nrrishongs	ন|নর|নর|নৃ|ন্র্রিস|ন্র্রিশ|ন্র্রিশ|ন্র্রিশন|ন্র্রিশং|নৃশংস	false
প্রভৃতিতে	83	probhrritite	প|প্র|প্রো|প্রোব|প্রভ|প্রভ্র|প্রভ্র|প্রভাকরের|প্রভ্র্রিত|প্রভৃতি|প্রভ্র্রিতিত|প্রভৃতিতে	false
হৃদে	83	hrride	হ|এচার|হরর|হ্র্রি|হৃদ|হৃদে	false
তৃষ্ণ	83	trrishn	ত|ত্রয়|ট্রয়র|ত্র্রি|তৃষ্য|তৃষ্য|তৃষ্ণ	false
ফ্রিকোয়েন্সি	82	frikoyensi	ফ|ফর|ফ্রি|ফ্রিক|ফ্রিক|ফ্রিকয়|ফ্রিকয়ে|ফ্রিকয়েন|ফ্রিকয়েন্স|ফ্রিকোয়েন্সি	false
বিশৃঙ্খল	82	bishrringkhol	ব|বি|বিশ্ব|বিষয়|বিষয়র|বিষয়্র|বিশ্র্রি|বিশ্রামহীন|bishrring|বিশ্র্রিংক|বিশ্র্রিংখ|বিশ্র্রিংখ|বিশৃঙ্খল	false
সুদৃঢ়	82	sudrrirh	সঃ|সু|সুদ|শূদ্র|সুড্র|সুদৃঢ়|সুদৃঢ়|সুদৃঢ়	false
অকৃত্রিম	82	okrritrim	ও|ওকে|ওকের|অকর|ওক্র্রি|অকৃত|ওক্র্রিত্র|ওক্র্রিত্রি|অকৃত্রিম	false
অমৃতের	82	omrriter	ও|ওম|অম্র|ওম্র|ওম্র্রি|অমৃত|অমৃতে|অমৃতের	false
হৃদয়েতে	82	hrridoyete	হ|এচার|হরর|হ্র্রি|হৃদ|হৃদ|হৃদয়|হৃদয়ে|হ্র্রিদয়েত|হৃদয়েতে	false
দৃষ্টিভঙ্গির	81	drrishtibhongoir	দ|ড্র|ড্রর|দ্র্রি|দৃশ্য|দৃশ্য|দৃষ্ট|দৃষ্টি|দ্র্রিশ্তিব|দ্র্রিশ্তিভ|দৃষ্টিকোণ|দৃষ্টিকোণ|দৃষ্টিভঙ্গি|দৃষ্টিভঙ্গি|দৃষ্টিভঙ্গি|দৃষ্টিভঙ্গির	false
ফ্রেডেরিক	81	frederik	ফ|ফর|ফরে|ফ্রেড|ফ্রেদে|ফ্রেডের|ফ্রেদেরি|ফ্রেডেরিক	false
চরিত্রটি	81	choritroti	ছ|চ|চো|চর|চড়ি|চরিত|চরিত্র|চরিত্র|চরিত্রত|চরিত্রটি	false
ফরিদগঞ্জ	81	phoridogonj	প|ফ|ফো|ফর|ফরি|ফরিদ|ফরিদ|ফরিদগ|ফরিদগ|ফরিদগন|ফরিদগঞ্জ	false
মৃগয়া	81	mrrigoya	ম|ময়র|মর|ম্র্রি|মৃগ|মৃগ|ম্র্রিগয়|মৃগয়া	false
করিলি	81	korili	ক|কো|কর|করি|করিল|করিলি	false
জেরি	80	jeri	জ|জে|জয়ের|জেরি	false
পরিচালকের	80	porichaloker	প|পো|পর|পড়ি|পড়িছ|পরিচয়|পরিচয়া|পরিচাল|পরিচাল|পরিচালক|পরিচালকে|পরিচালকের	false
বিক্রির	80	bikrir	ব|বি|বিক|বিক্র|বিক্রি|বিক্রির	false
বৃহস্পতিবার	80	brrihospotibar	ব|বড়র|বর|ব্র্রি|বৃহ|বৃহ|ব্র্রিহস|বৃহস্প|বৃহস্প|বৃহস্পতি|বৃহস্পতি|বৃহস্পতিবার|বৃহস্পতিবার|বৃহস্পতিবার	false
নিঃসৃত	80	nissrrit	ন|নি|নিঃস্ব|নিঃস্ব|নিস্স্র|নিস্ক্রিয়|নিস্ক্রিয়|নিঃসৃত	false
রিভিউ	80	ribhiu	র|রি|রিব|রিভ|রিভি|রিভিউ	false
যকৃতের	80	zokrriter	য|জো|যক|জক্র|জক্র্র|যকৃত|যকৃত|যকৃতে|যকৃতের	false
চিরিয়া	80	chiriya	ছ|চ|ছি|চির|চিরি|চিরিয়|চিড়িয়া	false
মাত্রিক	79	matrik	ম|মা|মাত|মাত্র|মাতৃ|মাত্রিক	true
নাগরিকের	79	nagoriker	ন|না|নাগ|নাগা|নাগর|নাগরি|নাগরিক|নাগরিকে|নাগরিকের	false
ধরিয়ে	79	dhoriye	দ|ঢ|ধোয়|ধর|ধরি|ধরিয়|ধরিয়ে	false
মৃত্তিকার	79	mrrittikar	ম|ময়র|মর|ম্র্রি|মৃত|মৃত্তিকা|মৃত্তিকা|মৃত্তিকা|মৃত্তিকা|মৃত্তিকার	false
খৃষ্টাব্দ	79	khrrishtabd	ক|খ|খর|খ্র|খ্র্রি|খ্র্রিস|খ্রিষ্ট|খৃষ্ট|খৃষ্টা|খ্র্রিশ্তাব|খৃষ্টাব্দ	false
হিস্ট্রি	78	histri	হ|হি|হিস|হিস্ত|হিস্ত্র|হিস্ট্রি	false
মিসৌরি	78	misouri	ম|মি|মিস|মিসো|মিসো|মিসর|মিসৌরি	false
বরিশালের	78	borishaler	ব|বো|বড়|বড়ি|বরিস|বরিশ|বরিষা|বরিশাল|বরিশালে|বরিশালের	false
সারিতে	78	sarite	সঃ|সা|সার|সারি|সারিত|সারিতে	false
মিশনারি	78	mishonari	ম|মি|মিস|মিশ|মিশো|মিশন|মিশনো|মিশনার|মিশনারি	false
জরিমানা	78	jorimana	জ|জো|জোর|জরি|জরিম|জড়িমা|জরিমান|জরিমানা	false
কৃৎ	78	krrit	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃত	false
অদৃষ্টের	78	odrrishter	ও|অড|ওড্র|অড্র|অদ্র্রি|অদৃশ্য|অদৃশ্য|অদৃষ্ট|অদৃষ্টে|অদৃষ্টের	false
ক্যারিয়ারের	77	kyariyarer	ক|ক্য|ক্যা|ক্যার|ক্যারি|ক্যারিয়|ক্যারিয়া|ক্যারিয়ার|ক্যারিয়ারে|ক্যারিয়ারের	false
মেমোরি	77	memori	ম|মে|মেম|মেমো|মেমোর|মেমরি	false
অকৃষি	77	okrrishi	ও|ওকে|ওকের|অকর|ওক্র্রি|অকৃষি|অকৃষি|অকৃষি	false
সৃষ্টিকারী	77	srrishtikarii	সঃ|সিনিয়ার|স্র্র|স্র্রি|স্র্রিস|স্র্রিশ|সৃষ্ট|সৃষ্টি|স্র্রিশ্তিক|স্রষ্টা|সৃষ্টিকার্য|সৃষ্টিকারী|সৃষ্টিকারী	false
পরিকল্পনায়	77	porikolponay	প|পো|পর|পড়ি|পরিক|পৃথক|পৃথক|পরিকল্প|পরিকল্প|পরিকল্পন|পরিকল্পনা|পরিকল্পনায়	true
গ্রেগরি	77	gregori	গ|গড়র|গ্রে|গ্রেগ|গ্রেগ|গ্রেগর|গ্রেগরি	false
পরিব্রাজক	77	poribrajok	প|পো|পর|পড়ি|পরিব|পৃথক্করণ|পরিবরা|পরিব্রাজ|পরিব্রাজ|পরিব্রাজক	true
কৃতজ্ঞতা	77	krritogyota	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃত|কৃৎ|কৃতজ্ঞ|কৃতজ্ঞ|কৃতজ্ঞ|কৃতজ্ঞতা|কৃতজ্ঞতা	false
দরিদ্রের	77	doridrer	দ|ডঃ|দর|দড়ি|দরিদ|দরিদ্র|দরিদ্রে|দরিদ্রের	false
কৃষ্ণনগরে	77	krrishnonogore	ক|ক্রয়|ক্রয়র|ক্র্রি|কৃষ|কৃষ|কৃষ্ণ|কৃষ্ণ|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগর|কৃষ্ণনগরে	false
খৃষ্ট	77	khrrisht	ক|খ|খর|খ্র|খ্র্রি|খ্র্রিস|খ্রিষ্ট|খৃষ্ট	false
শৃগাল	77	shrrigal	সঃ|শ|শ্রয়|শ্র|শ্র্রি|শ্রকৃষ্ণ|শ্র্রিগা|শৃগাল	false
মেরিন	76	merin	ম|মে|মেয়র|মেরি|মেরিন	false
বিক্রিয়ায়	76	bikriyay	ব|বি|বিক|বিক্র|বিক্রি|বিক্রিয়|বিক্রিয়া|বিক্রিয়ায়	false
ত্রিমাত্রিক	76	trimatrik	ত|ত্রয়|ট্রি|ট্রিম|ট্রিমা|ত্রিমাত|ত্রিমাত্র|ত্রিমাত্রি|ত্রিমাত্রিক	false
বৃশ্চিক	76	brrishchik	ব|বড়র|বর|ব্র্রি|বৃষ|বৃষ|বৃষ|বৃশ্চিক|বৃশ্চিক|বৃশ্চিক	false
হরিবংশ	76	horibongsh	হ|হো|হর|হরি|হরিব|হরিব|হরিবন|হৃত্বিক|হরিবংশ|হরিবংশ	true
পরিণামে	76	poriname	প|পো|পর|পড়ি|পরিণয়|পরিনা|পরিণাম|পরিণামে	false
হেরিয়া	76	heriya	হ|হয়ে|হের|হেরি|হেরিয়|হেরিয়া	false
মহামারি	75	mohamari	ম|মো|মোঃ|মহা|মহাম|মহামারী|মহামার|মহামারী	false
নাইজেরিয়ার	75	naijeriyar	ন|না|নাই|নাইজ|নাইয়ে|নাইজেরীয়|নাইজেল|নাইজেরীয়|নাইজেরিয়া|নাইজেরিয়ার	false
ডুমুরিয়া	75	dumuriya	দ|দু|ডুম|দুম|ডুমুর|ডুমুরি|দুমুরিয়|ডুমুরিয়া	false
আলেকজান্দ্রিয়া	75	alekojandriya	আ|আল|আলে|আলেক|আলেক|আলেকজ|আলেকজা|আলেকজান|আলেকজান্দর|আলেকজান্দর|আলেকজান্দ্রিয়া|আলেকজান্দ্রিয়া|আলেকজান্দ্রিয়া	false
পৃষ্ঠপোষকতা	75	prrishthoposhokota	প|প্র|প্রর|প্র্রি|প্র্রিস|পৃষ্ঠ|পৃষ্ট|পৃষ্ঠ|পৃষ্ঠ|পৃষ্ঠপোষক|পৃষ্ঠপোষক|পৃষ্ঠপোষক|পৃষ্ঠপোষক|প্র্রিশ্থপশ|পৃষ্ঠপোষক|প্র্রিশ্থপশক|পৃষ্ঠপোষকতা|পৃষ্ঠপোষকতা	false
তৃণভূমি	75	trrinobhuumi	ত|ত্রয়|ট্রয়র|ত্র্রি|তৃণ|তৃণ|তৃণবত|তৃণভূমি|তৃণভূমি|তৃণভূমি|তৃণভূমি|তৃণভূমি	false
বিষ্ণুপ্রিয়া	75	bishnupriya	ব|বি|বিশ্ব|বিষয়|বিশ্ন|বিষ্ণু|বিষ্ণুপদ|বিষ্ণুপ্রিয়া|বিশ্নুপ্রি|বিষ্ণুপ্রিয়া|বিষ্ণুপ্রিয়া	false
পরিশ্রমের	75	porishromer	প|পো|পর|পড়ি|পরিস|পরিস|পরিসর|পরিশ্র|পরিশ্রম|পরিশ্রমে|পরিশ্রমের	false
ঘুরি	75	ghuri	গ|ঘ|ঘুড়|ঘর|ঘুড়ি	false
ত্রিভুবন	75	tribhubon	ত|ত্রয়|ট্রি|ত্রিব|ত্রিভ|তৃণভূমি|তৃভূবনে|তৃভূবনে|ত্রিভুবন	true
তৃষিত	75	trrishit	ত|ত্রয়|ট্রয়র|ত্র্রি|তৃষ্য|তৃষ্য|টৃশি|তৃষিত	false
এরিস্টটল	74	eristotol	এ|এর|এরি|এরিস|এরিস্ত|এরিস্ত|এরিস্তত|এরিস্তত|এরিস্টটল	false
গ্যারি	74	gyari	গ|জ্ঞ|গ্যা|গ্যার|গ্যারি	false
ব্যাক্টেরিয়া	74	byakteriya	ব|ব্য|ব্যা|ব্যাক|ব্যাক্ত|ব্যাক্ত|ব্যাক্তের|ব্যাক্তিকে|ব্যাক্তিকে|ব্যাক্টেরিয়া	false
ভান্ডারিয়া	74	bhandariya	ব|ভ|ভা|ভ্যান|ভাণ্ড|ভান্ডা|ভাণ্ডার|ভাণ্ডারী|ভাণ্ডারীয়|ভান্ডারিয়া	false
বক্তৃতায়	74	boktrritay	ব|বো|বক|ব্যক্ত|বক্ত্র|বক্ত্র|বক্ত্র্রি|বক্তৃতা|বক্তৃতা|বক্তৃতায়	false
শ্রীকৃষ্ণ	74	shriikrrishn	সঃ|শ|শ্রয়|শ্রী|শ্রী|শরীক|শ্রীকর|শ্রীকর|শ্রীকৃষ্ণ|শ্রীকৃষ্ণ|শ্রীকৃষ্ণ|শ্রীকৃষ্ণ	false
পরিচ্ছন্ন	74	porichchonn	প|পো|পর|পড়ি|পড়িছ|পরিচয়|পৃচ্ছা|পরিচ্চ|পৃচ্ছা|পরিচ্ছন্ন|পরিচ্ছন্ন	true
মুখরিত	74	mukhorit	ম|মু-|মুক|মুখ|মুখো|মুখর|মুখোরি|মুখরিত	false
প্রিয়ার	74	priyar	প|প্র|প্রিয়|প্রিয়|প্রিয়|প্রিয়ার	false
